pronounCount,prepositionCount,conjunctionCount,complexWordsCount,longWordsCount,syllablesCount,typeTokenRatio,wordCount,cleaned,entity,author
0.0,6.0,2.0,2.0,4.0,41.0,0.8064516129032258,31.0,one must example linger much around marsh refinery around still use church around pillared order dagon hall new church green ,"[one, dagon, hall, new, church]",HPL
2.0,1.0,0.0,3.0,5.0,22.0,1.0,10.0,hungarians differ essentially eastern authority ,"[eastern, authority]",EAP
2.0,3.0,1.0,1.0,5.0,17.0,0.8666666666666667,15.0,near kinsman earl windsor propose election ,"[kinsman, earl]",MWS
2.0,2.0,0.0,4.0,7.0,28.0,1.0,16.0,thrilling peculiarity incident nevertheless involve mr assert ,[],EAP
8.0,4.0,2.0,4.0,7.0,54.0,0.8809523809523809,42.0,return windsor brother every tie fill double place absence impose let suffering turn eye towards dear seclusion say peace ,[],MWS
4.0,9.0,3.0,13.0,18.0,89.0,0.8333333333333334,54.0,many question seem highly place visitor especially try connect latter strange cult society wilcox could understand repeat promise silence offer exchange admission membership widespread mystical paganly religious body ,[],HPL
3.0,5.0,3.0,2.0,5.0,36.0,0.896551724137931,29.0,time alcohol enfeeble brain would wander subject foolish grin would turn mop clean rag ,[],HPL
2.0,3.0,2.0,8.0,11.0,43.0,0.9130434782608695,23.0,victory announce unusual tranquillity gladness soul follow relinquishing ancient latterly torment study ,[],MWS
4.0,5.0,2.0,8.0,11.0,75.0,0.6938775510204082,49.0,learning blood great grandfather sir robert jermyn bt anthropologist note whilst great great great grandfather sir wade jermyn one early explorer congo region write eruditely tribe animal suppose antiquity ,"[robert, jermyn, bt, wade, jermyn, congo]",HPL
10.0,18.0,5.0,5.0,9.0,114.0,0.6666666666666666,102.0,indeed effort virtuous make future inhabitant fair world happy labour cast aside selfishness try know truth thing free man age far distant one day come burthen live groan like weep bitterly free one necessary evil life truly fail whole soul aid work ,"[one, day, one]",MWS
3.0,2.0,1.0,2.0,3.0,30.0,0.96,25.0,shell merciful way west could never feel certain wish two survivor ,"[shell, west, two]",HPL
6.0,5.0,1.0,0.0,1.0,30.0,0.7741935483870968,31.0,death say death pit fool may know pit object burn iron urge ,[],EAP
4.0,5.0,2.0,2.0,3.0,29.0,0.92,25.0,first experience place like student life want miss experience ,[],HPL
3.0,3.0,1.0,0.0,2.0,29.0,0.8928571428571429,28.0,know much whole tale tell even many reason wish probe deep ,[],HPL
3.0,7.0,0.0,2.0,3.0,41.0,0.9032258064516129,31.0,globe earth turn upon axis revolve spin round twenty four thousand mile extent go west east precisely twenty four hour ,"[globe, earth, twenty, four, thousand, mile, west, east, twenty, four, hour]",EAP
1.0,0.0,0.0,2.0,2.0,10.0,1.0,6.0,little population occupy hall ,[],MWS
1.0,1.0,2.0,3.0,4.0,27.0,1.0,12.0,arithmetical algebraical calculation nature fix determinate ,[],EAP
1.0,4.0,0.0,0.0,2.0,15.0,0.9166666666666666,12.0,gasp luther try stammer tale mrs corey ,"[gasp, luther, corey]",HPL
9.0,8.0,3.0,5.0,9.0,70.0,0.7021276595744681,47.0,think know hurrah vociferate legrand let negro go execute series curvet caracol much astonishment valet arise knee look mutely master master ,[],EAP
2.0,4.0,3.0,5.0,9.0,56.0,0.875,40.0,west small slender spectacle youth delicate feature yellow hair pale blue eye soft voice uncanny hear dwell relative merit christchurch cemetery potter field ,"[west, small, slender, spectacle]",HPL
1.0,1.0,1.0,1.0,2.0,21.0,0.9375,16.0,separate felix kiss hand stranger say good night sweet safie ,"[felix, kiss]",MWS
6.0,3.0,0.0,3.0,9.0,39.0,0.9615384615384616,26.0,indignation transport word guess fraught disdain turn coward follower address enter city alone ,[],MWS
1.0,3.0,1.0,2.0,3.0,26.0,0.9047619047619048,21.0,first man state burthen every ballad object old woman mumbled devotion ,[first],MWS
3.0,1.0,0.0,0.0,0.0,14.0,1.0,12.0,bosom say pompey never ready wig ,[],EAP
5.0,3.0,1.0,2.0,4.0,27.0,0.9047619047619048,21.0,description keep tight rein emotion face must betray mount fear ,[],HPL
1.0,1.0,0.0,3.0,8.0,29.0,0.95,20.0,mille pardon mamselle reply monsieur de kock thus address thousand pardon intention offending ,"[mille, pardon, mamselle, monsieur, de, kock, thousand]",EAP
1.0,3.0,1.0,3.0,6.0,29.0,1.0,18.0,feature perhaps noble seam ghastly effect terrible dissipation ,[],HPL
2.0,1.0,0.0,1.0,2.0,9.0,0.9,10.0,time could command spend solitude ,[],MWS
1.0,2.0,0.0,2.0,5.0,32.0,1.0,21.0,could get body fresh enough shew trace reason reanimate perforce create nameless horror ,[],HPL
6.0,6.0,1.0,4.0,5.0,44.0,0.8181818181818182,33.0,ought familiarize old de lacey degree discover rest family prepare approach ,"[de, lacey]",MWS
5.0,5.0,2.0,0.0,3.0,39.0,0.8823529411764706,34.0,surely bad enough riot sort ghastly believe ever get outside town leave place awful shape ,[],HPL
0.0,1.0,0.0,2.0,2.0,14.0,1.0,10.0,however shadow clew apparent ,[],EAP
12.0,9.0,2.0,3.0,6.0,53.0,0.7777777777777778,45.0,never mention father perdita appear half afraid speak though try draw subject dispel gloom hang idea concern could succeed ,"[perdita, half]",MWS
5.0,15.0,1.0,4.0,11.0,97.0,0.7857142857142857,70.0,rock gibraltar dwindle dim speck dark mediterranean sea dot shine island heaven dot star spread eastward far vision extend entire mass water seem length tumble headlong abyss horizon find listen tiptoe echo mighty cataract ,"[rock, gibraltar, dwindle, dim, speck, dark, mediterranean, sea, shine, island]",EAP
1.0,4.0,3.0,4.0,5.0,42.0,0.9090909090909091,33.0,far see people town come sign sparse habitation curtain window occasional battered motor car curb ,[],HPL
1.0,2.0,0.0,0.0,2.0,13.0,0.9166666666666666,12.0,would remove chief obstacle journey moon ,"[journey, moon]",EAP
3.0,5.0,2.0,1.0,2.0,24.0,1.0,21.0,toil draw near close two month time reach environ geneva ,"[toil, draw, two, month, environ, geneva]",MWS
4.0,6.0,1.0,0.0,1.0,23.0,0.9545454545454546,22.0,joy thrust hand live ember quickly draw cry pain ,"[joy, thrust]",MWS
4.0,1.0,1.0,0.0,1.0,12.0,0.9230769230769231,13.0,day know whether see ,[],HPL
3.0,7.0,1.0,6.0,14.0,64.0,0.8048780487804879,41.0,pleasant place desert temple palace convert tomb energy bent towards high object human ambition force converge one point guard innumerous arrow plague ,"[temple, palace, one]",MWS
0.0,0.0,0.0,1.0,1.0,6.0,1.0,5.0,p god material ,[],EAP
4.0,8.0,6.0,14.0,25.0,117.0,0.8923076923076924,65.0,human utterance best convey general character experience call plunging soaring every period revelation part mind break boldly away real present rush arially along shocking unlighted fear haunt abyss occasionally tear certain well marked typical obstacle describable viscous uncouth cloud vapour ,[uncouth],HPL
4.0,15.0,4.0,4.0,5.0,69.0,0.5555555555555556,63.0,talk old cotter wife caravan dark wanderer small menes black kitten prayer menes sky prayer cat night caravan leave later find cottage dark tree repellent yard ,"[caravan, dark, menes, caravan]",HPL
3.0,3.0,1.0,1.0,1.0,25.0,1.0,19.0,shall desart hall wintry sky sit closed eye fold hand expect death ,[],MWS
2.0,3.0,1.0,4.0,6.0,36.0,0.9166666666666666,24.0,machine contrive purpose minute description materially help steel engrave ,[],EAP
3.0,3.0,2.0,1.0,2.0,21.0,0.9411764705882353,17.0,heart full deep affection calm depth fulness ,[],MWS
2.0,5.0,1.0,5.0,7.0,32.0,0.9047619047619048,21.0,length quite overcome exertion certain oppressive closeness atmosphere seat beneath tree ,[],EAP
2.0,4.0,2.0,7.0,7.0,45.0,0.9230769230769231,26.0,establish single word enable establish vastly important point say several commencement termination word ,[],EAP
8.0,5.0,2.0,6.0,9.0,59.0,0.8095238095238095,42.0,ryland rouse resistance assert sufferance alone permit encrease party time indulgence pass one motion arm would sweep away cobwebs blind countryman ,[one],MWS
2.0,4.0,1.0,5.0,6.0,41.0,0.9583333333333334,24.0,elevation may appear immense estimate upon calculate give result probability far inferior truth ,[],EAP
7.0,0.0,1.0,0.0,3.0,21.0,1.0,24.0,may last time surround thus abruptly stop cry say ,[],MWS
3.0,6.0,1.0,5.0,6.0,41.0,0.9629629629629629,27.0,eld degree understand scene pass around time serious look question concern reason vast desolation ,"[eld, degree]",MWS
3.0,2.0,0.0,0.0,1.0,12.0,0.9285714285714286,14.0,talk future say present ,[],MWS
5.0,3.0,2.0,6.0,8.0,54.0,0.825,40.0,great figure upon dial plate intelligent intellectual look presently take dance mazurka think figure v perform satisfaction ,[],EAP
1.0,3.0,1.0,6.0,10.0,44.0,0.9259259259259259,27.0,aristocratical party rich influential man england appear less agitated question discuss without interference ,[england],MWS
2.0,3.0,0.0,3.0,4.0,27.0,0.6666666666666666,18.0,truth impossible conceive spirit since impossible imagine ,[],EAP
4.0,0.0,0.0,2.0,4.0,21.0,0.8461538461538461,13.0,understand gesture head fall finger work restlessly ,[],MWS
2.0,6.0,0.0,7.0,12.0,57.0,0.9142857142857143,35.0,doctor though chiefly disturb chatter night bird outside seemingly limitless legion whippoorwill cry endless message repetition time diabolically wheeze gasp die man ,"[wheeze, gasp]",HPL
2.0,2.0,1.0,4.0,5.0,33.0,0.9047619047619048,21.0,suddenly come icy hand upon forehead impatient gibber voice whisper word arise within ear ,[],EAP
2.0,2.0,1.0,2.0,2.0,13.0,1.0,9.0,knelt foot gratitude adoration ,[],EAP
2.0,3.0,1.0,6.0,5.0,40.0,0.9565217391304348,23.0,brain reel hearken entrance melody mortal assumption aspiration mortality never know ,[],EAP
5.0,3.0,1.0,1.0,2.0,22.0,0.9047619047619048,21.0,know wish go feel would sacrifice class ,[],HPL
3.0,0.0,0.0,0.0,0.0,7.0,1.0,7.0,father leave ,[],MWS
1.0,1.0,1.0,1.0,1.0,16.0,1.0,13.0,grace bow deal arise table en presentant le roi ,"[grace, bow]",EAP
5.0,5.0,1.0,0.0,2.0,31.0,0.9310344827586207,29.0,change cheer strike near us mean ryland servant report soon spread flee plague london ,"[us, london]",MWS
5.0,8.0,3.0,4.0,7.0,54.0,0.8085106382978723,47.0,anguish deprive presence mind give clara physician nurse part sit bed hold one little burning hand glaze eye fix babe pass long day one unvaried agony ,"[clara, one, babe, pass]",MWS
0.0,2.0,1.0,3.0,4.0,19.0,1.0,9.0,corroborate previous evidence every respect one ,[],EAP
4.0,9.0,3.0,8.0,12.0,81.0,0.7457627118644068,59.0,exhibit interior box maelzel throw open door also door immediately behind hold light candle back door mention move entire machine fro view convince company cupboard entirely fill machinery ,"[fro, view, convince]",EAP
1.0,0.0,0.0,1.0,2.0,5.0,1.0,3.0,dislike child ,[],EAP
7.0,10.0,2.0,6.0,8.0,64.0,0.7735849056603774,53.0,deny call mind sinister countenance person meet upon staircase day arrival house desire oppose regard good harmless mean unnatural precaution ,[day],EAP
0.0,2.0,0.0,4.0,6.0,29.0,0.8421052631578947,19.0,curtis whateley undecayed branch hold telescope arkham party detour radically swath ,"[whateley, telescope, arkham, party]",HPL
4.0,3.0,0.0,1.0,3.0,21.0,1.0,19.0,scarcely complete work footstep hold force make use ,[],EAP
2.0,2.0,1.0,5.0,7.0,43.0,0.9130434782608695,23.0,street next morning great great grandmother encounter talbot old parisian acquaintance conversation naturally turn upon ,"[next, morning, parisian]",EAP
3.0,1.0,1.0,1.0,2.0,18.0,1.0,14.0,soon become known adrian take great delight park preserve ,[adrian],MWS
4.0,11.0,5.0,5.0,9.0,68.0,0.7543859649122807,57.0,mind shadow tree fall upon lake remain surface fall sink slowly steadily commingle wave trunk tree shadow continually come take place brother thus entomb ,[],EAP
3.0,10.0,3.0,9.0,9.0,76.0,0.8333333333333334,54.0,idea even altogether adopt could least doubt longer arise bed tottering feeble step closed eye manner one bewilder dream thing enshroud advance boldly palpably middle apartment ,[one],EAP
7.0,5.0,1.0,1.0,4.0,35.0,0.875,32.0,move hand head whose mechanical nodding able stop shout ear must flee unknown thing night ,[],HPL
7.0,5.0,1.0,4.0,5.0,47.0,0.9142857142857143,35.0,speak voice modulated different feeling express speech eye full lofty design heroism wonder man move ,[],MWS
5.0,10.0,1.0,5.0,7.0,57.0,0.8125,48.0,tear skeleton swing table lay much energy good last glimpse light die away within apartment succeed knock brain little gentleman gout ,"[tear, skeleton]",EAP
6.0,2.0,2.0,1.0,3.0,35.0,0.8333333333333334,30.0,true man mind alone creator good great man nature first minister ,[],MWS
2.0,3.0,0.0,2.0,3.0,17.0,1.0,13.0,length wild desperation heart quickly unclose eye ,[],EAP
1.0,2.0,2.0,1.0,4.0,16.0,1.0,11.0,strange say neither astonished horror stricken ,[],EAP
2.0,5.0,1.0,2.0,5.0,36.0,0.9166666666666666,24.0,uncle pleased idea military career distant country ernest never power application ,[],MWS
2.0,1.0,0.0,1.0,2.0,8.0,1.0,7.0,presume everybody hear ,[],EAP
4.0,1.0,2.0,5.0,5.0,34.0,0.8947368421052632,19.0,unfortunate recent event draw us everyday tranquillity befit year infirmity ,[year],MWS
6.0,3.0,1.0,4.0,6.0,36.0,0.92,25.0,suppose however wish dictate happiness delay part would cause serious uneasiness ,[],MWS
1.0,3.0,0.0,3.0,6.0,24.0,0.9473684210526315,19.0,child content result promise modern professor natural science ,[],MWS
3.0,2.0,0.0,1.0,2.0,17.0,0.9333333333333333,15.0,meantime lunatic jolly season may swear ,[],EAP
4.0,3.0,5.0,3.0,5.0,43.0,0.8108108108108109,37.0,cloud veil sky wind scatter rend woof strew fragment aerial plain ride seek new spot beauty repose ,"[cloud, veil, sky]",MWS
5.0,5.0,1.0,10.0,10.0,66.0,0.9444444444444444,36.0,consideration restrain us conception atomic constitution even seek aid notion atom something possess infinite minuteness solidity palpability weight ,"[consideration, restrain, us, conception, atomic, constitution]",EAP
1.0,3.0,2.0,5.0,5.0,40.0,0.7142857142857143,28.0,vocal quality peculiar man vocal quality peculiar beast terrible hear one source yield ,[one],HPL
2.0,6.0,2.0,4.0,8.0,45.0,0.8064516129032258,31.0,soon cross street junction begin appear left lead shoreward realm unpaved squalor decay right shew vista depart grandeur ,"[soon, cross, street]",HPL
5.0,2.0,0.0,1.0,2.0,21.0,0.8888888888888888,18.0,pass parlor find mr landor afterwards find name ,[],EAP
1.0,3.0,1.0,1.0,1.0,11.0,1.0,12.0,length say well g purloined letter ,[],EAP
2.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,could resist glow ,[],EAP
0.0,1.0,0.0,1.0,3.0,12.0,1.0,9.0,say syllable infernal twoness ,[],EAP
1.0,2.0,1.0,1.0,4.0,19.0,1.0,15.0,whether die still linger dungeon austria know ,"[dungeon, austria]",MWS
2.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,get ,[],EAP
4.0,8.0,0.0,2.0,6.0,43.0,0.8387096774193549,31.0,crown vexation spirit perdita visionary perdita seem awake real life transport tell earl windsor arrive ,[earl],MWS
2.0,6.0,3.0,1.0,5.0,34.0,0.8064516129032258,31.0,grey bleak day drizzle rain heavy heavy cloud seem pile beyond hill northwest ,"[grey, bleak, day, hill, northwest]",HPL
2.0,3.0,1.0,1.0,4.0,38.0,0.96875,32.0,freedom long sleep surprising seldom succumb hour two time shadow grow frightful menace ,"[hour, two, frightful, menace]",HPL
2.0,6.0,1.0,2.0,4.0,31.0,0.8846153846153846,26.0,rightful owner see course dare call attention act presence third personage stand elbow ,[third],EAP
3.0,6.0,1.0,3.0,8.0,44.0,0.9032258064516129,31.0,come noxious rush noisome frigid air dread direction follow pierce shriek beside shocking rifte tomb man monster ,[],HPL
5.0,5.0,5.0,4.0,8.0,54.0,0.7619047619047619,42.0,uproar crime remorse hate yet still tender love first awake firm resolve conquer passion restore father child sight bitter sympathize sorrow ,[],MWS
3.0,3.0,1.0,2.0,6.0,40.0,1.0,29.0,trim ride safely enough forty eight hour ship prove excellent sea boat many respect ship water consequence ,"[forty, eight, hour]",EAP
5.0,12.0,1.0,9.0,13.0,77.0,0.7692307692307693,52.0,thither soon go uncalculating vanity parent furnish outfit annual establishment would enable indulge luxury already dear heart vie profuseness expenditure haughty heir wealthy earldom great britain ,"[vanity, furnish, annual, britain]",EAP
0.0,2.0,0.0,2.0,3.0,15.0,0.9166666666666666,12.0,opening directly southern end vale ,[],EAP
3.0,3.0,0.0,2.0,5.0,34.0,1.0,24.0,perdita question cease lean arm pant emotion acute tear man pull alongside boat ,[perdita],MWS
0.0,2.0,2.0,5.0,6.0,38.0,0.9565217391304348,23.0,birch village undertaker peck valley calloused primitive speciman even specimen go ,"[birch, village, undertaker]",HPL
2.0,4.0,1.0,0.0,2.0,18.0,0.8,20.0,come within house window ladder outside door stair ,[house],HPL
4.0,2.0,4.0,5.0,11.0,55.0,0.8484848484848485,33.0,tumult fill quiet street woman child desert home escape know whither father husband son stand tremble loved defenceless relation ,[],MWS
3.0,5.0,0.0,6.0,8.0,46.0,0.7333333333333333,30.0,recognize let repeat sometimes survey rapidly grow vine contemplation moth butterfly chrysalis stream running water ,[],EAP
3.0,1.0,0.0,1.0,3.0,20.0,1.0,16.0,sir reply pause donner und blitzen could desire ,[],EAP
3.0,2.0,1.0,1.0,1.0,23.0,0.9411764705882353,17.0,nature ever urge us towards pain misery ,[],MWS
2.0,8.0,3.0,11.0,16.0,85.0,0.8461538461538461,52.0,wild wandering startling indeed include frantic appeal something board farmhouse destroy fantastic reference plan extirpation entire human race animal vegetable life earth terrible eld race another dimension ,[],HPL
2.0,3.0,1.0,2.0,4.0,19.0,0.875,16.0,although anxious leave england depth winter yet detain ,[england],MWS
2.0,2.0,0.0,2.0,3.0,25.0,1.0,15.0,utmost united endeavor serve disturb coffer slightly bed ,"[utmost, united, endeavor]",EAP
0.0,1.0,0.0,1.0,2.0,9.0,1.0,6.0,make frequent deposit small sum ,[],EAP
3.0,5.0,1.0,3.0,5.0,31.0,0.8888888888888888,27.0,old man return cottage youth tool different use morning direct step across field ,[morning],MWS
3.0,1.0,1.0,2.0,2.0,18.0,0.9411764705882353,17.0,continue awe strike mute look smilingly poor girl smile ,"[continue, awe]",MWS
3.0,5.0,0.0,3.0,6.0,34.0,0.84,25.0,feel beneficial result excitement renewal pleasing flight fancy long stranger ,[],MWS
7.0,5.0,2.0,1.0,4.0,34.0,0.9,30.0,darkness come trouble hardly feel open eye suppose light pour upon ,[],MWS
2.0,1.0,0.0,3.0,3.0,20.0,0.9166666666666666,12.0,benevolent disposition often make enter cottage poor ,[],MWS
2.0,0.0,3.0,4.0,7.0,41.0,0.8333333333333334,30.0,ass lap dog yet surely gentle ass whose intention affectionate although manner rude deserve well treatment blow execration ,[],MWS
0.0,0.0,1.0,0.0,2.0,17.0,0.9333333333333333,15.0,rain cease thunder lightning wind pause ,[],MWS
1.0,2.0,0.0,2.0,4.0,21.0,0.9411764705882353,17.0,would perhaps bad innsmouth type something one would care remember ,[],HPL
8.0,7.0,1.0,5.0,7.0,56.0,0.9512195121951219,41.0,deny though memory uncertain indistinct witness may see us together say gainesville pike walk toward big cypress swamp half past eleven awful night ,"[half, past, eleven]",HPL
4.0,2.0,2.0,9.0,9.0,46.0,0.8461538461538461,26.0,vision however abhorrent vividness convincingness whenever awake retain vague sense undergo much remember ,[],HPL
2.0,1.0,0.0,3.0,4.0,22.0,1.0,11.0,would think biological degeneration rather alienage ,[],HPL
3.0,3.0,0.0,1.0,2.0,11.0,0.9,10.0,devolve disclose plan idris ,[],MWS
1.0,1.0,2.0,1.0,5.0,25.0,0.8636363636363636,22.0,could meaning queer clay bas relief disjoint jotting rambling cutting find ,[],HPL
3.0,1.0,1.0,4.0,8.0,36.0,0.9583333333333334,24.0,cross atlantic fairly easily cross balloon god praise shall say anything impossible hereafter ,"[cross, atlantic, fairly, easily, cross]",EAP
2.0,1.0,1.0,1.0,2.0,20.0,0.9473684210526315,19.0,come come bad past grief tear despair word utter ,[],MWS
3.0,1.0,0.0,1.0,2.0,19.0,0.9444444444444444,18.0,must leave dust print last old building reveal gain street ,[],HPL
2.0,2.0,1.0,1.0,5.0,26.0,1.0,17.0,resentment add also sting censure reprobate raymond conduct severe term ,[],MWS
8.0,6.0,4.0,3.0,8.0,50.0,0.75,40.0,yes follow travel loiter forest hide cave take refuge wide desert heath come mark progress claim fulfilment promise ,"[loiter, forest]",MWS
2.0,5.0,1.0,5.0,4.0,34.0,0.8461538461538461,26.0,act consign corpse water would unquestionably notice oversight remedy would hand ,[],EAP
2.0,1.0,0.0,1.0,2.0,15.0,1.0,12.0,awake alive brother death possess race ,[],MWS
1.0,4.0,1.0,2.0,3.0,15.0,0.9230769230769231,13.0,mr osborne complain constriction chest soon wear ,[],EAP
2.0,3.0,0.0,4.0,7.0,28.0,0.9473684210526315,19.0,interrupt attendant announce staff raymond assemble council chamber ,"[raymond, assemble]",MWS
6.0,8.0,4.0,6.0,10.0,78.0,0.7962962962962963,54.0,come appearance blow aside gentle western breath cloudy wrath tall slim fair boy physiognomy expressive excess sensibility refinement stand morning sunbeam tinge gold silken hair spread light glory beam countenance ,[morning],MWS
9.0,7.0,2.0,13.0,14.0,76.0,0.8666666666666667,45.0,doubtless word surprise henry first believe wandering disturbed imagination pertinacity continually recur subject persuade disorder indeed owe origin uncommon terrible event ,[first],MWS
1.0,4.0,2.0,4.0,5.0,37.0,0.8076923076923077,26.0,true observe baron dryly instant page bedchamber come palace heighten color precipitate step ,[bedchamber],EAP
5.0,3.0,1.0,2.0,2.0,39.0,0.9722222222222222,36.0,sir first outsider tell secret split would risk tamper much power ye hot bygone thing ,[first],HPL
1.0,1.0,1.0,2.0,2.0,16.0,1.0,10.0,framework suspend wicker basket car ,[],EAP
4.0,1.0,0.0,1.0,2.0,14.0,1.0,11.0,know also still remain possession ,[],EAP
3.0,2.0,0.0,2.0,3.0,14.0,0.9090909090909091,11.0,request advice concern book ought procure ,[],MWS
0.0,5.0,3.0,2.0,5.0,59.0,0.85,40.0,open space around church partly churchyard spectral shaft partly half pave square sweep nearly bare snow wind line unwholesomely archaic house peaked roof overhanging gable ,"[pave, square, archaic, house]",HPL
7.0,8.0,3.0,13.0,14.0,92.0,0.8269230769230769,52.0,idea worth mention effrontery assert master never vault saddle without unaccountable almost imperceptible shudder upon return every long continued habitual ride expression triumphant malignity distort every muscle countenance ,[],EAP
3.0,2.0,1.0,3.0,4.0,29.0,1.0,20.0,place human seldom see generally subsist wild animal cross path ,[],MWS
4.0,4.0,1.0,4.0,5.0,41.0,0.9629629629629629,27.0,original soul seem take flight body fiendish malevolence gin nurture thrill every fibre frame ,[fibre],EAP
6.0,0.0,2.0,0.0,0.0,24.0,0.8,25.0,know trod earth field still tread one behold tread ,[one],HPL
9.0,8.0,2.0,7.0,11.0,72.0,0.8928571428571429,56.0,pronounce word draw sharp knife across guide rope suspend happen precisely house peregrination handsomely rebuild occur tumble headlong ample chimney alit upon dining room hearth ,[],EAP
2.0,3.0,1.0,4.0,7.0,31.0,0.84,25.0,greedily devour remnant shepherd breakfast consist bread cheese milk wine latter however like ,[],MWS
7.0,5.0,2.0,2.0,4.0,34.0,0.8275862068965517,29.0,nominate adrian good bestow power entitle birth merit virtue ,[adrian],MWS
0.0,0.0,0.0,1.0,2.0,9.0,1.0,4.0,deep grief oppress perdita ,[],MWS
1.0,2.0,0.0,3.0,4.0,25.0,0.9333333333333333,15.0,let ask ever hear balloon manufacture entirely dirty newspaper ,[],EAP
2.0,5.0,1.0,2.0,2.0,32.0,1.0,25.0,sir isaac newton say avow feel like child pick shell beside great unexplored ocean truth ,"[isaac, newton, avow]",MWS
4.0,2.0,1.0,1.0,1.0,22.0,0.8695652173913043,23.0,left hand little heavy dutch watch right wield ladle sauerkraut pork ,[dutch],EAP
1.0,1.0,1.0,2.0,6.0,23.0,0.9333333333333333,15.0,throw aside drapery discover full length portrait marchesa aphrodite ,"[marchesa, aphrodite]",EAP
2.0,3.0,1.0,2.0,4.0,25.0,0.9,20.0,open ambition close intrigue end attain first station country ,[first],MWS
4.0,1.0,0.0,2.0,3.0,22.0,0.9375,16.0,daemoniac laughter hear write come weakening brain ,[daemoniac],HPL
7.0,3.0,1.0,0.0,1.0,23.0,0.8846153846153846,26.0,know nervous see last year need hold clinic ,"[last, year]",HPL
3.0,2.0,0.0,2.0,3.0,28.0,0.8888888888888888,18.0,either periodical would spare pain goosetherumfoodle prosecute ,[],EAP
3.0,3.0,0.0,3.0,3.0,24.0,0.9444444444444444,18.0,never moment credit story death resolve instantly go greece ,[],MWS
1.0,2.0,1.0,0.0,2.0,11.0,0.9090909090909091,11.0,glance back sea nothing ,[],HPL
1.0,4.0,2.0,5.0,10.0,42.0,0.8620689655172413,29.0,balloon exhaust secure without trouble ms narrative compile despatch charleston party still fort moultrie ,[charleston],EAP
3.0,5.0,1.0,4.0,5.0,33.0,0.9523809523809523,21.0,particularly attentive observation become late species necessity ,[],EAP
2.0,1.0,0.0,1.0,2.0,14.0,1.0,8.0,observe thing peculiar ,[],EAP
2.0,1.0,0.0,2.0,4.0,18.0,1.0,12.0,copy take demand survey microscope ,[],EAP
3.0,0.0,1.0,0.0,0.0,8.0,1.0,8.0,never know ,[],EAP
2.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,know want ,[],HPL
1.0,0.0,1.0,2.0,6.0,31.0,1.0,17.0,almost first long passage armitage decipher entry date november prove highly startling disquieting ,"[first, november]",HPL
2.0,2.0,1.0,4.0,5.0,26.0,0.9285714285714286,14.0,raymond lose much popularity desert peculiar partizan ,"[raymond, lose]",MWS
4.0,5.0,1.0,2.0,5.0,46.0,0.8787878787878788,33.0,famous kalos musides none wonder tyrant syracuse send deputy speak costly statue tych plan city ,[kalos],HPL
4.0,2.0,2.0,2.0,3.0,27.0,0.7916666666666666,24.0,witness grief lifeless recover sense long long time ,[],MWS
0.0,2.0,0.0,1.0,1.0,11.0,0.8888888888888888,9.0,chair lie razor besmear blood ,[],EAP
3.0,0.0,2.0,1.0,1.0,20.0,0.7222222222222222,18.0,pay brandy water give tobacco brandy water ,[],EAP
2.0,0.0,0.0,0.0,1.0,8.0,1.0,7.0,conceive ever qu ,[],MWS
4.0,3.0,3.0,3.0,4.0,24.0,0.9375,16.0,methought poor expedient assure obedience zeal ,[],MWS
3.0,0.0,1.0,2.0,3.0,18.0,1.0,13.0,symptom expect occasion alarm ,[],EAP
1.0,2.0,0.0,2.0,2.0,13.0,1.0,10.0,could belong either deceased ,[],EAP
6.0,0.0,0.0,3.0,4.0,38.0,0.9259259259259259,27.0,cousin reply decide may expect judge rather ten innocent suffer one guilty escape ,"[ten, one]",MWS
14.0,9.0,1.0,12.0,21.0,109.0,0.7297297297297297,74.0,feeling however may express ridicule intended marriage would dare display take place therefore seek consent guardian difficulty obtain father mistress easily give without acquaint one else intention time attain twentieth birthday become husband diana ,"[one, twentieth]",MWS
10.0,6.0,3.0,5.0,8.0,76.0,0.9152542372881356,59.0,alas accurse time bear thee oer billow love title age crime unholy pillow misty clime weep silver willow line write english language believe author acquaint afford little matter surprise ,"[alas, willow, line, english, acquaint]",EAP
2.0,3.0,0.0,3.0,4.0,27.0,1.0,16.0,student reanimation silent trunk gruesomely call upon exemplify ,[],HPL
4.0,6.0,1.0,8.0,12.0,58.0,0.918918918918919,37.0,west private laboratory east room barn like temporary edifice assign plea devise new radical method treatment hitherto hopeless case maim ,"[west, private]",HPL
2.0,1.0,0.0,4.0,4.0,19.0,1.0,10.0,thus far succumb supinely imperious domination ,[],EAP
2.0,2.0,0.0,3.0,3.0,18.0,1.0,12.0,anywhere night daemoniac alienage ,"[anywhere, night]",HPL
0.0,0.0,1.0,2.0,2.0,17.0,1.0,11.0,parasol glove pocket handkerchief also find ,[],EAP
4.0,6.0,2.0,7.0,7.0,66.0,0.8863636363636364,44.0,well aware chemical preparation exist exist time mind mean possible write upon either paper vellum character shall become visible subject action fire ,[],EAP
2.0,3.0,1.0,3.0,4.0,31.0,0.9523809523809523,21.0,sea rather vast river ice wind among dependent mountain whose aerial summit hang recess ,[],MWS
